,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,metronidazole,,,,,,,,,,,,,,,,,,,
1,Flagyl IV,,,,,,,,,,,,,,,,,,,
2,Cleocin,,,,,,,,,,,,,,,,,,,
3,clindamycin,,,,,,,,,,,,,,,,,,,
4,Cleocin HCl,,,,,,,,,,,,,,,,,,,
5,Cleocin Phosphate,,,,,,,,,,,,,,,,,,,
6,chloramphenicol,,,,,,,,,,,,,,,,,,,
7,Chloromycetin,,,,,,,,,,,,,,,,,,,
8,Chloromycetin Sodium Succinate,,,,,,,,,,,,,,,,,,,
9,cilastatin / imipenem,,,,,,,,,,,,,,,,,,,
10,Primaxin IM,,,,,,,,,,,,,,,,,,,
11,Primaxin IV,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,
