,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,levonorgestrel,,,,,,,,,,,,,,,,,,,
1,Plan B,,,,,,,,,,,,,,,,,,,
2,Plan B One-Step,,,,,,,,,,,,,,,,,,,
3,ella,,,,,,,,,,,,,,,,,,,
4,Next Choice,,,,,,,,,,,,,,,,,,,
5,My Way,,,,,,,,,,,,,,,,,,,
6,ethinyl estradiol / levonorgestrel,,,,,,,,,,,,,,,,,,,
7,Option 2,,,,,,,,,,,,,,,,,,,
8,ethinyl estradiol / norgestrel,,,,,,,,,,,,,,,,,,,
9,Preven EC,,,,,,,,,,,,,,,,,,,
10,ulipristal,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,
