,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,Visipaque,,,,,,,,,,,,,,,,,,,
1,Ultravist,,,,,,,,,,,,,,,,,,,
2,Oxilan,,,,,,,,,,,,,,,,,,,
3,ioversol,,,,,,,,,,,,,,,,,,,
4,Optiray 350,,,,,,,,,,,,,,,,,,,
5,iodixanol,,,,,,,,,,,,,,,,,,,
6,Omnipaque 300,,,,,,,,,,,,,,,,,,,
7,iopromide,,,,,,,,,,,,,,,,,,,
8,Optiray 320,,,,,,,,,,,,,,,,,,,
9,iohexol,,,,,,,,,,,,,,,,,,,
10,Omnipaque 140,,,,,,,,,,,,,,,,,,,
11,Omnipaque 180,,,,,,,,,,,,,,,,,,,
12,Omnipaque 240,,,,,,,,,,,,,,,,,,,
13,Omnipaque 350,,,,,,,,,,,,,,,,,,,
14,Omnipaque Flexipak,,,,,,,,,,,,,,,,,,,
15,Optiray 160,,,,,,,,,,,,,,,,,,,
16,Optiray 240,,,,,,,,,,,,,,,,,,,
17,Optiray 300,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,
