,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,risperidone,,,,,,,,,,,,,,,,,,,
1,olanzapine,,,,,,,,,,,,,,,,,,,
2,Zyprexa Intramuscular,,,,,,,,,,,,,,,,,,,
3,citalopram,,,,,,,,,,,,,,,,,,,
4,Triavil,,,,,,,,,,,,,,,,,,,
5,amitriptyline / perphenazine,,,,,,,,,,,,,,,,,,,
6,loxapine,,,,,,,,,,,,,,,,,,,
7,Adasuve,,,,,,,,,,,,,,,,,,,
8,Etrafon,,,,,,,,,,,,,,,,,,,
9,Duo-Vil,,,,,,,,,,,,,,,,,,,
10,Etrafon Forte,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,
