,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,ceftriaxone,,,,,,,,,,,,,,,,,,,
1,Bactrim,,,,,,,,,,,,,,,,,,,
2,sulfamethoxazole / trimethoprim,,,,,,,,,,,,,,,,,,,
3,Bactrim DS,,,,,,,,,,,,,,,,,,,
4,Ceftin,,,,,,,,,,,,,,,,,,,
5,cefuroxime,,,,,,,,,,,,,,,,,,,
6,Claforan,,,,,,,,,,,,,,,,,,,
7,Unasyn,,,,,,,,,,,,,,,,,,,
8,Co-trimoxazole,,,,,,,,,,,,,,,,,,,
9,Zinacef,,,,,,,,,,,,,,,,,,,
10,Septra,,,,,,,,,,,,,,,,,,,
11,SMZ-TMP DS,,,,,,,,,,,,,,,,,,,
12,Sulfatrim Pediatric,,,,,,,,,,,,,,,,,,,
13,cefotaxime,,,,,,,,,,,,,,,,,,,
14,Cotrim,,,,,,,,,,,,,,,,,,,
15,Septra DS,,,,,,,,,,,,,,,,,,,
16,ampicillin / sulbactam,,,,,,,,,,,,,,,,,,,
17,Sulfatrim,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,
