,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,Latisse,,,,,,,,,,,,,,,,,,,
1,bimatoprost,,,,,,,,,,,,,,,,,,,
2,fluorometholone,,,,,,,,,,,,,,,,,,,
3,FML,,,,,,,,,,,,,,,,,,,
4,Flarex,,,,,,,,,,,,,,,,,,,
5,FML S.O.P.,,,,,,,,,,,,,,,,,,,
6,Fluor-Op,,,,,,,,,,,,,,,,,,,
7,FML Forte Liquifilm,,,,,,,,,,,,,,,,,,,
8,FML Liquifilm,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,
