,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,midodrine,,,,,,,,,,,,,,,,,,,
1,Levophed,,,,,,,,,,,,,,,,,,,
2,norepinephrine,,,,,,,,,,,,,,,,,,,
3,Orvaten,,,,,,,,,,,,,,,,,,,
4,phenylephrine,,,,,,,,,,,,,,,,,,,
5,Northera,,,,,,,,,,,,,,,,,,,
6,Levophed Bitartrate,,,,,,,,,,,,,,,,,,,
7,Vazculep,,,,,,,,,,,,,,,,,,,
8,ephedrine,,,,,,,,,,,,,,,,,,,
9,droxidopa,,,,,,,,,,,,,,,,,,,
10,Akovaz,,,,,,,,,,,,,,,,,,,
11,Corphedra,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,
