,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,Omnipaque 350,,,,,,,,,,,,,,,,,,,
1,Optiray 320,,,,,,,,,,,,,,,,,,,
2,Optiray 350,,,,,,,,,,,,,,,,,,,
3,Oxilan,,,,,,,,,,,,,,,,,,,
4,Optiray 300,,,,,,,,,,,,,,,,,,,
5,ioversol,,,,,,,,,,,,,,,,,,,
6,iohexol,,,,,,,,,,,,,,,,,,,
7,Omnipaque 140,,,,,,,,,,,,,,,,,,,
8,Omnipaque 180,,,,,,,,,,,,,,,,,,,
9,Omnipaque 240,,,,,,,,,,,,,,,,,,,
10,Omnipaque 300,,,,,,,,,,,,,,,,,,,
11,Omnipaque Flexipak,,,,,,,,,,,,,,,,,,,
12,Optiray 160,,,,,,,,,,,,,,,,,,,
13,Optiray 240,,,,,,,,,,,,,,,,,,,
14,Oraltag,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,
