,Brand Name,Generic Name,Type of Treatment,Brief Description,Quantity,Location,Uninsured Cost,Typical Copay,Rating,Vendor,Effectiveness,Side Effects / Risk,Ingredients,Usage Overview,Conflicting Treatment/Therapies,Food Interaction,Frequency of Treatment,Estimated Percentage of Usage,Additional Information,Reference Link
0,Bactrim DS,,,,,,,,,,,,,,,,,,,
1,sulfamethoxazole / trimethoprim,,,,,,,,,,,,,,,,,,,
2,Bactrim,,,,,,,,,,,,,,,,,,,
3,SMZ-TMP DS,,,,,,,,,,,,,,,,,,,
4,Cotrim,,,,,,,,,,,,,,,,,,,
5,Septra,,,,,,,,,,,,,,,,,,,
6,Septra DS,,,,,,,,,,,,,,,,,,,
7,Sulfatrim,,,,,,,,,,,,,,,,,,,
8,Sulfatrim Pediatric,,,,,,,,,,,,,,,,,,,
9,sulfisoxazole,,,,,,,,,,,,,,,,,,,
10,Co-trimoxazole,,,,,,,,,,,,,,,,,,,
11,Truxazole,,,,,,,,,,,,,,,,,,,
12,Gantrisin,,,,,,,,,,,,,,,,,,,
13,Gantrisin Pediatric,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,
